Flag,N,Rep,Tempo,RSS,Text,Cycles,Instructions,CacheReferences,CacheMisses,Branches,BranchMisses,L1Loads,L1LoadMisses,L2Access,L2Misses,L3Access,L3Misses
-Ofast,512,25,0.287794,18852,2717,1279439340,686796558,175426160,68218262,87658189,519416,141970603,71135197,71185030,30766504,NA,NA
-Ofast,512,26,0.290814,19028,2717,1300647149,687768519,175089687,67835958,86876032,512835,143448730,72225750,72232184,30493981,NA,NA
-Ofast,512,27,0.298139,19236,2717,1322940015,662922663,172281601,68036251,86992218,747799,150720597,71780878,71887079,33392271,NA,NA
-Ofast,512,28,0.290202,18944,2717,1310463941,666303549,173863371,67447742,86288070,693198,148750893,71883551,71887451,30461336,NA,NA
-Ofast,512,29,0.307566,19092,2717,1385667121,704089028,178493864,69060769,93658203,1438620,152901517,71366946,70724044,28298700,NA,NA
-Ofast,512,30,0.313867,19112,2717,1362002294,693096255,175709709,67402657,92272483,1256741,151574478,72472929,72296970,28464393,NA,NA
-O0,1024,1,4.743787,26172,2832,17112474732,29200556482,2836847517,1092119656,1153482064,5039100,7672470267,1111197640,1109121347,164042018,NA,NA
-O0,1024,2,4.018102,26264,2832,15859638787,29204807837,2986226252,1099318305,1125989264,2805657,7641538012,1099074410,1104481709,124550232,NA,NA
-O0,1024,3,3.596720,26188,2832,15210732909,29133403869,3086985644,1088968090,1142977025,2478388,7646735969,1101580922,1104535050,90559404,NA,NA
-O0,1024,4,3.426894,26036,2832,15188059753,29213196591,3113874369,1096204885,1144822734,2155125,7621332706,1095434598,1097509799,95024238,NA,NA
-O0,1024,5,3.429702,26116,2832,15189954299,29191143330,3097211083,1095697578,1146810756,1976368,7625184588,1097931682,1100099804,98274437,NA,NA
-O0,1024,6,3.715320,26240,2832,15635299515,29287831156,3004714929,1096057174,1146802908,2626673,7604230619,1100711501,1107097699,113568511,NA,NA
-O0,1024,7,3.399731,26196,2832,15020853765,29185841669,3116238598,1097734455,1140915766,2346250,7638767913,1093866984,1096052026,85922411,NA,NA
-O0,1024,8,3.447016,26248,2832,15191454074,29281234552,3061393573,1097063962,1147117793,2420499,7614516816,1096683648,1100222892,82432048,NA,NA
-O0,1024,9,3.559919,26140,2832,15011046625,29073686845,3070041274,1097896348,1146866911,2230660,7664174254,1095864151,1097761832,96387472,NA,NA
-O0,1024,10,3.384484,26172,2832,14973904835,29118656690,3097829726,1096016808,1147119923,2041284,7648859635,1097681194,1099012425,89900096,NA,NA
-O0,1024,11,3.486648,26188,2832,15108376395,29279746136,3101506738,1100895840,1144743676,2372166,7608537191,1092882910,1096167098,98798868,NA,NA
-O0,1024,12,3.711381,25988,2832,15334360651,29116234092,3032886451,1092879145,1141444839,2450551,7651684979,1104654282,1110142376,94663169,NA,NA
-O0,1024,13,3.712345,26060,2832,15385821583,29194251529,3055158873,1105582139,1153674848,2430736,7634691862,1094942818,1096158640,95772143,NA,NA
-O0,1024,14,3.740657,25972,2832,15532747894,29224409937,3015200624,1095291095,1150048450,2264661,7618018631,1103056372,1107555323,94273801,NA,NA
-O0,1024,15,3.683072,26052,2832,15411801399,29388433783,3075495459,1107126979,1143093009,2389803,7580170663,1088815746,1094812947,95171581,NA,NA
-O0,1024,16,3.651968,26060,2832,15525840191,29281173912,3038901297,1100286349,1140289280,2277847,7602978874,1101407281,1104077848,93360489,NA,NA
-O0,1024,17,3.764402,26188,2832,15450589519,29541361344,3045903260,1110388087,1155965017,2444670,7542751115,1091521169,1093712175,96224495,NA,NA
-O0,1024,18,4.165527,26124,2832,15519366889,29252117016,2984180154,1089185859,1140038123,2539905,7623025379,1091851225,1108992470,128163446,NA,NA
-O0,1024,19,4.188031,26072,2832,15550968854,29354044820,2961512055,1095548908,1142666690,2549602,7595501636,1101185541,1099790742,135568749,NA,NA
-O0,1024,20,4.098852,26064,2832,15149734484,28907435218,3042522324,1100836771,1147871874,2560404,7708384236,1092071664,1095793591,139970365,NA,NA
-O0,1024,21,4.209916,26172,2832,15608548984,29336715152,2996324676,1106035326,1143666565,2612121,7600426468,1093158261,1095405007,128897046,NA,NA
-O0,1024,22,3.848556,25972,2832,15345728706,29257186502,3046672120,1100550540,1144672174,2686817,7622856970,1095735222,1098829623,109231063,NA,NA
-O0,1024,23,3.465651,26004,2832,15048870813,29103366023,3103974835,1098709791,1148385431,2200404,7655662459,1095825904,1096983142,102015791,NA,NA
-O0,1024,24,3.426088,26036,2832,15172144914,29157169977,3097820201,1094536637,1146334843,2117645,7629293972,1095889212,1098058777,97762811,NA,NA
-O0,1024,25,3.428236,26128,2832,15173110071,29180047848,3089861050,1095669886,1146920909,1912284,7626645197,1097656642,1099156581,98070891,NA,NA
-O0,1024,26,3.385039,26188,2832,15001824833,29180345250,3106382652,1095159736,1146843748,1961414,7632331242,1097937128,1100182217,95245657,NA,NA
-O0,1024,27,3.581935,26268,2832,15162715388,29187512265,3068271946,1093443996,1146174890,2335411,7631825127,1098896690,1101805748,98515460,NA,NA
-O0,1024,28,3.417301,25992,2832,15146930205,29175881637,3105510810,1097193184,1146123607,1952163,7628444385,1096169445,1098080820,94461876,NA,NA
-O0,1024,29,3.399303,26172,2832,15006543781,29273903476,3110782182,1097430514,1145608938,2145775,7614038797,1096156820,1098863518,94455166,NA,NA
-O0,1024,30,3.369682,26060,2832,14936490208,29231813028,3097675177,1096384966,1145127081,1834080,7620319932,1096042006,1098272353,84351812,NA,NA
-O1,1024,1,5.749026,26132,2632,25697783581,7663176208,2476550577,1092841664,1148517897,2314401,2273953764,1126949289,1127930413,859884329,NA,NA
-O1,1024,2,5.770100,26080,2632,25790483641,7618416814,2525931736,1098768677,1146479083,2452391,2306036688,1136605932,1137315303,835503530,NA,NA
-O1,1024,3,5.797564,26048,2632,25952699079,7680017877,2394716564,1095412473,1150070639,2354790,2260987565,1120021057,1120597204,936978642,NA,NA
-O1,1024,4,5.767645,26052,2632,25824664595,7695432384,2525335101,1094343923,1149597298,2217855,2284465402,1135581543,1136673717,838478425,NA,NA
-O1,1024,5,5.762344,26112,2632,25792568407,7671170369,2535446762,1098273108,1145933329,2340325,2297127537,1136579397,1139053510,834919783,NA,NA
-O1,1024,6,5.751576,25988,2632,25750211235,7637801221,2515614347,1097077842,1150140574,2423352,2292549622,1131549986,1133097829,845924285,NA,NA
-O1,1024,7,5.771756,26260,2632,25849665509,7641100550,2485964543,1097378846,1148765838,2378681,2289558455,1129423954,1129716987,869043509,NA,NA
-O1,1024,8,5.683620,26112,2632,25123308578,7608118886,2577014356,1100909318,1149048428,2620613,2304560895,1135741157,1135118068,780389437,NA,NA
-O1,1024,9,5.723064,26188,2632,24925110392,7664996801,2557691501,1092842117,1148713454,2850897,2282284447,1131104790,1133167968,773426195,NA,NA
-O1,1024,10,5.746341,26004,2632,24933302088,7635504411,2508710513,1094045829,1147129132,2913849,2279685052,1120639224,1125700286,823842173,NA,NA
-O1,1024,11,5.822064,26060,2632,25106261189,7640849626,2523808158,1090272806,1134123783,3025708,2286427322,1130645671,1134731876,797650380,NA,NA
-O1,1024,12,5.994756,26036,2632,25447296416,7644452453,2540407145,1096828146,1137479856,3219685,2295465955,1122163381,1125747471,796306694,NA,NA
-O1,1024,13,6.058408,26004,2632,24531410775,7655444757,2602691540,1097218968,1148684718,3070311,2300848025,1124302546,1128285421,722408017,NA,NA
-O1,1024,14,5.269678,26212,2632,21295299852,7599149303,2832656760,1100455019,1153213902,3194400,2281021867,1121950807,1124405352,485730931,NA,NA
-O1,1024,15,5.923503,26200,2632,25258800610,7642061370,2531245679,1096328010,1145294675,3048540,2297648685,1133129333,1130643916,796981522,NA,NA
-O1,1024,16,5.782402,26176,2632,25855800735,7629442037,2462503399,1092859207,1149403913,2589711,2285683888,1128146803,1128478947,873072354,NA,NA
-O1,1024,17,5.738680,26048,2632,25569404864,7628189832,2498061991,1094145373,1150768558,2479904,2290050908,1127442950,1127994069,840769383,NA,NA
-O1,1024,18,5.776192,26248,2632,25795536830,7645359251,2426013970,1097978570,1150333377,2343438,2273489742,1122321961,1121789040,913363268,NA,NA
-O1,1024,19,5.682768,26272,2632,25160202521,7656477986,2585051555,1100306169,1148390564,2618223,2292319205,1129813741,1132790643,781638497,NA,NA
-O1,1024,20,5.567374,26180,2632,24117622160,7647663344,2590025702,1093862663,1146925172,2798406,2282258678,1132759961,1133620338,725737307,NA,NA
-O1,1024,21,5.879682,26064,2632,24944963263,7716492097,2593239900,1105132499,1146799384,2902734,2269119024,1120734373,1121153661,748177488,NA,NA
-O1,1024,22,6.234597,26076,2632,25709474803,7640704346,2511331200,1095885794,1153708160,3048587,2312143830,1132640288,1136093718,823755988,NA,NA
-O1,1024,23,6.538176,26252,2632,25523392186,7656206039,2523067518,1098266436,1150983862,3036509,2292232687,1128509677,1127640865,791390692,NA,NA
-O1,1024,24,6.006215,26056,2632,25097513599,7656060273,2498061468,1100000632,1122680305,3056224,2281846456,1121228857,1119719581,818870893,NA,NA
-O1,1024,25,5.754214,26188,2632,25362577760,7651111784,2535631552,1096299769,1154288716,2881079,2291110938,1126997418,1127084845,812385060,NA,NA
-O1,1024,26,5.515650,26048,2632,24524057968,7679624455,2603411605,1097632503,1153222820,3038022,2294434597,1132595706,1134068450,746522206,NA,NA
-O1,1024,27,5.688328,26244,2632,25282678739,7712819968,2531679735,1097076005,1151539877,2840392,2270808609,1125836158,1127890395,811264100,NA,NA
-O1,1024,28,5.258313,26224,2632,23271401858,7674629806,2718143707,1100664596,1152795440,3104652,2273335645,1124770419,1126509940,623686778,NA,NA
-O1,1024,29,5.651804,26064,2632,25204204011,7682272576,2525518910,1090865343,1146039447,2418075,2273950950,1128836282,1129757570,807157156,NA,NA
-O1,1024,30,5.701648,26248,2632,24857667819,7635201891,2550742641,1096112599,1153946422,2802205,2288212536,1130673107,1129916567,772091519,NA,NA
-O2,1024,1,2.311306,26176,2633,9912734082,5026830092,1443649346,544756438,608938534,1333249,1143639734,556730384,561025795,208607166,NA,NA
-O2,1024,2,2.338529,26176,2633,10029166292,4930414661,1436229229,549202908,609794129,1517039,1166776207,556176539,555494519,214382729,NA,NA
-O2,1024,3,2.589427,26112,2633,10104637681,4945825338,1396113841,540449562,607349199,1741401,1167192176,563171105,562979635,219659175,NA,NA
-O2,1024,4,2.520907,26068,2633,10033505222,4949828157,1410146914,548190503,607998845,1602406,1164106796,557437507,558079356,228426099,NA,NA
-O2,1024,5,2.638173,26268,2633,10358844147,4968684670,1406550473,549693481,607848346,1569326,1157469117,555357162,555254984,237020102,NA,NA
-O2,1024,6,2.466490,26248,2633,9731399108,4912035060,1415569742,546409682,592587692,1681838,1172822560,556288236,559053949,214638056,NA,NA
-O2,1024,7,2.627045,26048,2633,10076226342,4983154701,1419853497,539205839,603171826,1743038,1158030968,559362025,565808862,217014119,NA,NA
-O2,1024,8,2.631505,26136,2633,10313860729,4975039269,1437714965,553995320,586076267,1338041,1160461015,551645528,552549988,226634495,NA,NA
-O2,1024,9,2.549522,26136,2633,10086632598,4952729721,1417602955,546578926,610062819,1674167,1164901501,561514767,559770915,219627266,NA,NA
-O2,1024,10,2.498167,26068,2633,9959023491,5016032801,1446911937,545087145,601660194,1424454,1145316880,554286496,561766862,213311658,NA,NA
-O2,1024,11,2.409278,26048,2633,9885765885,4904377319,1426327983,548477623,608080884,1457957,1171277371,560793193,557557076,213943265,NA,NA
-O2,1024,12,2.261222,25988,2633,10108828154,4982955708,1433467450,545486422,607860885,1195101,1150319066,556819217,559944419,226097981,NA,NA
-O2,1024,13,2.273072,25988,2633,10196144222,4947412706,1439940029,543502271,607852889,1389983,1163549635,555521943,558443141,221524644,NA,NA
-O2,1024,14,2.276462,26252,2633,10196006887,4928751401,1436018742,546901381,604695643,1469275,1167030297,555649649,557438518,224277575,NA,NA
-O2,1024,15,2.264635,26208,2633,10096294043,4941445806,1437044977,546266607,607825267,1434185,1162093332,555189606,557021444,219105791,NA,NA
-O2,1024,16,2.261699,26112,2633,10131685860,4963807846,1435757041,546845997,606235339,1159233,1156538111,557018060,558140100,221676882,NA,NA
-O2,1024,17,2.274180,26116,2633,10191175978,5003906557,1433695530,544693735,608771673,1322999,1147993107,556963979,558651793,222367121,NA,NA
-O2,1024,18,2.215796,25988,2633,9961582287,4927547119,1441004920,544840810,591892366,1360484,1168475866,555756341,557092358,208570286,NA,NA
-O2,1024,19,2.254277,26132,2633,10070860958,4985572604,1440045860,547977733,607823701,1261055,1157585027,558888850,558951224,215914621,NA,NA
-O2,1024,20,2.260655,26112,2633,10064838897,4975786182,1434061270,544100910,606806422,1395828,1156699174,558333977,559603661,212545387,NA,NA
-O2,1024,21,2.203426,26120,2633,9807337398,4968522460,1447578336,547745436,608658530,1447960,1158479248,553434258,555753871,206534286,NA,NA
-O2,1024,22,2.294667,26136,2633,10263053459,4960963884,1432538091,548129924,608243062,1454094,1162917839,558062860,557755469,223962700,NA,NA
-O2,1024,23,2.241768,26220,2633,9976052485,4943203295,1435339405,548717275,606531364,1607055,1166329594,556841029,557710362,220807743,NA,NA
-O2,1024,24,2.243066,26060,2633,10027138965,5003506986,1437138441,545392882,606971277,1286466,1147547402,555529583,556986591,213124336,NA,NA
-O2,1024,25,2.197601,26188,2633,9864581858,4981227816,1430592148,545285991,607466220,1137945,1149878075,554747544,556139096,220124852,NA,NA
-O2,1024,26,2.282312,25972,2633,10246408128,5010856112,1423112893,545256284,604797047,1109869,1143856230,558553761,560331103,235547101,NA,NA
-O2,1024,27,2.266501,26064,2633,10177378105,4928425479,1431353793,546219623,607483370,1309487,1165548569,557575108,558496598,225351746,NA,NA
-O2,1024,28,2.267521,26272,2633,10182593676,4950581240,1436106760,546759451,608970133,1260195,1162053078,558680262,558282417,219828539,NA,NA
-O2,1024,29,2.281465,26120,2633,10242616294,4945021581,1434139269,545850085,606057504,1281019,1163877457,556324976,557644530,225825824,NA,NA
-O2,1024,30,2.262013,26132,2633,10116221830,4977934434,1431928919,543286804,607096274,1235052,1153484642,558824370,559871980,216069109,NA,NA
-O3,1024,1,2.210465,26060,2633,9803740140,4953456380,1439032686,546887265,591065972,1309616,1160380246,556095109,556997222,207310539,NA,NA
-O3,1024,2,2.265794,26052,2633,10121607769,4987908485,1431670042,544325066,610118315,1594275,1155111738,557875135,559052551,218576132,NA,NA
-O3,1024,3,2.264702,26248,2633,10033400288,4967712961,1433169181,545789726,607247908,1401763,1155975809,557309204,559659213,220396773,NA,NA
-O3,1024,4,2.316285,26032,2633,10392269817,4967254568,1437684238,546530168,603343924,1190926,1157734066,553920099,557512114,231265839,NA,NA
-O3,1024,5,2.233636,26176,2633,10032328896,4945685642,1434090699,545023042,607011405,1265395,1159807446,556086201,559326737,222613152,NA,NA
-O3,1024,6,2.253355,26212,2633,10123731720,4976926257,1427482816,546432629,605382447,1082213,1150380548,557248389,557948992,226079331,NA,NA
-O3,1024,7,2.216919,26204,2633,9956352998,4922010036,1433487835,545456384,608342006,1283518,1165558541,556289510,557449650,218054882,NA,NA
-O3,1024,8,2.253387,26208,2633,10122938783,4932800605,1427248686,544606907,606801661,1198210,1163316046,558181283,557335403,220877677,NA,NA
-O3,1024,9,2.212916,26132,2633,9898673658,4993713618,1445243150,548073732,605819445,1123734,1147328998,555391956,556949254,214407813,NA,NA
-O3,1024,10,2.263501,26116,2633,10175013563,4916481680,1432729225,544584770,608788415,1468659,1169867251,556620491,557127931,219101283,NA,NA
-O3,1024,11,2.235478,26204,2633,10044442134,5017028404,1438127398,545123766,606657419,1317002,1141266190,555521023,558983567,220891310,NA,NA
-O3,1024,12,2.263850,26160,2633,10177004715,4986895269,1445676782,547567607,608879555,1266503,1150361539,552855448,554273601,217701658,NA,NA
-O3,1024,13,2.255497,26244,2633,10135360173,4952861761,1434844147,548125606,608159525,1218244,1159149472,556714138,556672009,226711597,NA,NA
-O3,1024,14,2.296399,26244,2633,10318891944,4968099009,1431362585,547685263,606850567,1178882,1154311133,557619747,557708727,229442821,NA,NA
-O3,1024,15,2.270722,26188,2633,10206511709,4966145505,1425757633,545191847,607571956,1186901,1155291988,559029347,559255579,224982724,NA,NA
-O3,1024,16,2.300555,26172,2633,10325107450,4923683485,1422321286,545330403,608403207,1345693,1167559561,558745629,559052664,229175234,NA,NA
-O3,1024,17,2.285840,26112,2633,10280588586,4947455939,1431043538,549110286,606669235,1314635,1162755555,554534880,555933429,230743000,NA,NA
-O3,1024,18,2.282862,26200,2633,10266991960,4997114385,1439429706,546342227,606119332,1156047,1149299097,556028435,557170750,220755458,NA,NA
-O3,1024,19,2.269301,26140,2633,10206067794,4951766284,1430634463,542402224,606219941,1266917,1163241268,559795480,561180239,223887857,NA,NA
-O3,1024,20,2.267720,26200,2633,10200180623,4958650259,1421883447,544669203,607473188,1247208,1156251304,559843260,561060552,231875011,NA,NA
-O3,1024,21,2.276411,26036,2633,10238622561,5011756519,1435839593,546182719,606041348,1226548,1144158821,554783973,559302151,235124547,NA,NA
-O3,1024,22,2.272018,26136,2633,10200158152,4971146458,1439412784,545577848,607772569,1283277,1156553809,555370741,558421578,221599387,NA,NA
-O3,1024,23,2.248497,26224,2633,10106104364,4966287794,1432267153,546498939,605109636,1126052,1155646075,557307833,558513334,221923606,NA,NA
-O3,1024,24,2.234638,26048,2633,10054653105,4927587337,1439559188,544742195,605392679,1441377,1168161218,554290823,556869722,221160852,NA,NA
-O3,1024,25,2.221676,26116,2633,9994329738,4967296659,1438087178,546008085,608171441,1268425,1154297272,553875444,555767291,222549258,NA,NA
-O3,1024,26,2.246027,26252,2633,10100312152,4959304394,1429701662,547477710,605969490,1206915,1157742221,554619986,556788541,224336324,NA,NA
-O3,1024,27,2.241452,26068,2633,10085584553,4973808619,1429956093,544924994,604704397,1250957,1154833330,555987601,558078866,219251972,NA,NA
-O3,1024,28,2.265402,26144,2633,10165552051,5007000980,1433656391,543641330,606422774,1190198,1144082970,555756113,558953718,220453646,NA,NA
-O3,1024,29,2.252669,26188,2633,10134498264,4965985615,1426662892,545117410,605394181,1154239,1153783786,556313409,556718636,224269055,NA,NA
-O3,1024,30,2.266759,25972,2633,10197106516,4967048916,1426799053,545717348,608081198,1160198,1154042067,558812549,559303756,228813347,NA,NA
-Ofast,1024,1,2.258998,26004,2717,10161299939,4996917428,1426162090,543690271,605556978,1190861,1144825661,558722056,560437878,225392272,NA,NA
-Ofast,1024,2,2.243321,26276,2717,10092854615,4964074588,1442228737,546856869,605785729,1149902,1157452743,554305453,556674278,220027418,NA,NA
-Ofast,1024,3,2.256496,26040,2717,10146541989,4940922403,1437481159,547317295,607088484,1322601,1163536138,556254101,557563951,221648624,NA,NA
-Ofast,1024,4,2.254636,26132,2717,10122568486,4979706744,1433183522,544389002,604885088,1067715,1150383661,557110832,557916455,215434490,NA,NA
-Ofast,1024,5,2.259799,26188,2717,10158512020,4969174203,1424987480,545648979,607811156,1149296,1153047141,558288433,558680040,231423510,NA,NA
-Ofast,1024,6,2.269987,26200,2717,10209523793,4996221693,1427406334,543936398,606550938,1176671,1146478195,558415085,560518576,225647630,NA,NA
-Ofast,1024,7,2.271375,26160,2717,10219105764,4917286194,1425582802,545163400,606749937,1411800,1171800718,555617130,558026813,225023578,NA,NA
-Ofast,1024,8,2.272379,26200,2717,10221741363,4937423742,1434455346,543917965,605914241,1341213,1165952960,557425652,559645604,224565244,NA,NA
-Ofast,1024,9,2.264226,26248,2717,10166652203,4969287879,1439682153,545788086,608066210,1354792,1155803019,555200742,557116972,224940626,NA,NA
-Ofast,1024,10,2.277696,26184,2717,10251561599,4936049771,1439757118,549461835,605963053,1434078,1166268215,554295873,556502219,230545256,NA,NA
-Ofast,1024,11,2.258896,26252,2717,10162960626,4923280121,1425558100,545164595,608431847,1312922,1166946339,559343934,558837983,226823728,NA,NA
-Ofast,1024,12,2.281040,26172,2717,10265017189,4974347531,1434276712,546339422,604560869,1237253,1154987543,556490702,558483695,225375091,NA,NA
-Ofast,1024,13,2.259273,26112,2717,10160321279,4936474534,1430743443,544027315,607763604,1278925,1163001563,557954282,560029518,225457992,NA,NA
-Ofast,1024,14,2.263371,26160,2717,10181375777,4931194799,1433751302,545371844,608367633,1302964,1167826658,557117872,557786039,222293295,NA,NA
-Ofast,1024,15,2.234245,26156,2717,10051848338,4954042626,1439050098,546975609,606671826,1301210,1159257361,554188585,556520452,219362870,NA,NA
-Ofast,1024,16,2.260489,26176,2717,10171841503,4991144803,1423598900,543531255,605414106,1041163,1145974883,558883129,560808698,225995569,NA,NA
-Ofast,1024,17,2.246299,26248,2717,10108546236,4990531366,1433469441,547893215,606807836,1111150,1151136548,556183474,557485214,227988597,NA,NA
-Ofast,1024,18,2.240772,26256,2717,10083079861,4958350642,1434572150,544844565,605346427,1297603,1157371832,556278259,558188241,222365066,NA,NA
-Ofast,1024,19,2.254155,26116,2717,10127396195,5011595367,1428176084,544349517,606476060,1059204,1141699898,556745054,558391135,222715473,NA,NA
-Ofast,1024,20,2.256682,26236,2717,10152782556,4965956559,1429877560,546488886,605916475,1068741,1154305745,558675794,558691903,224486605,NA,NA
-Ofast,1024,21,2.265913,26276,2717,10198554119,4943658850,1426457650,546330877,609020441,1257307,1159621018,558843023,559131201,229722005,NA,NA
-Ofast,1024,22,2.246827,26200,2717,10109562400,4986853901,1436654822,545545505,605003533,1005356,1150236181,556665774,557005182,217002139,NA,NA
-Ofast,1024,23,2.300476,26192,2717,10354379866,4931488911,1423812140,546883580,608032972,1251059,1164528028,558460707,559909359,239394451,NA,NA
-Ofast,1024,24,2.255393,26064,2717,10104299376,4937810724,1436394666,545712292,606041936,1264715,1162554882,556038407,556805773,215162575,NA,NA
-Ofast,1024,25,2.249789,25988,2717,10123212962,4943197745,1439557701,549696193,606751227,1264649,1160983579,554378632,555242217,225475839,NA,NA
-Ofast,1024,26,2.201475,26184,2717,9890962307,4918606594,1441994467,547532124,606535323,1346930,1169579111,554648505,555541859,213481724,NA,NA
-Ofast,1024,27,2.219945,26112,2717,9990320686,4988011407,1440991189,545541145,607220033,1135528,1149679798,555375344,557347637,214613791,NA,NA
-Ofast,1024,28,2.249945,26116,2717,10113923948,5000651412,1437048362,545111358,606251961,1108563,1145165787,556155213,557561488,217347749,NA,NA
-Ofast,1024,29,2.236248,26240,2717,10064829795,4982570087,1438773041,546336923,608298225,1098443,1151535479,555982505,558109069,221833272,NA,NA
-Ofast,1024,30,2.238264,26180,2717,10070544177,4997388812,1436552655,544516867,605091516,1253368,1147745654,555490394,558549845,219558547,NA,NA
-O0,2048,1,57.645539,99864,2832,257813108375,232955440070,28193909370,9996696084,8797197317,13038524,61155326081,9564745357,9568958799,384304354,NA,NA
-O0,2048,2,58.101234,99848,2832,259947693828,232875672323,27956684278,9939160706,8828742524,13142950,61133513007,9587323656,9586843780,381066192,NA,NA
-O0,2048,3,59.989175,99848,2832,267940578792,233117331944,28386580620,9785667976,8816919872,14676928,61156675137,9526980136,9534347057,374328149,NA,NA
-O0,2048,4,56.905707,99800,2832,254608214231,232797048517,28381604776,10015017232,8815927921,13074582,61206352957,9590428280,9593367226,360186037,NA,NA
-O0,2048,5,56.431046,99952,2832,252586903733,232802088551,28528604383,10011610359,8800509800,12888075,61207740190,9578183908,9575470970,336097537,NA,NA
-O0,2048,6,56.818194,99792,2832,254355225979,232806498775,28482482879,10024663649,8812149702,12894305,61213531847,9586210891,9586381202,348869169,NA,NA
-O0,2048,7,57.063380,99996,2832,255470313388,232889349153,28333494153,10001888141,8798292659,13173956,61155332293,9565472657,9566380941,351735336,NA,NA
-O0,2048,8,57.105973,99976,2832,255604025586,232827465013,28391891532,10011919434,8823142660,13352054,61216755377,9582892887,9583555084,381189523,NA,NA
-O0,2048,9,57.229678,99884,2832,256221762490,232871920297,28680698774,10035389353,8808442516,12744362,61198407772,9582720688,9584700051,373406508,NA,NA
-O0,2048,10,57.183784,99964,2832,255981579855,232780300020,28510447534,10035943620,8835177866,12995589,61226699685,9603030946,9606104574,380873814,NA,NA
-O1,2048,1,139.547958,99948,2632,626026967827,61417158576,42634776449,25329162299,8881376976,25060536,82060490279,27027138088,27026376269,16808952729,NA,NA
-O1,2048,2,139.763392,99816,2632,626971246719,61280188762,42928880236,25507971869,8904651140,25237768,82416964169,27127461259,27129064027,16854058116,NA,NA
-O1,2048,3,141.431491,99732,2632,634397773720,61292677161,44071086266,26052200629,8894762118,26552706,83464900983,27571036515,27577333710,17033683292,NA,NA
-O1,2048,4,142.421566,99976,2632,639227902714,61417259353,44284362290,26248176812,8880378974,25515417,84249210662,27790258565,27792396768,17236564454,NA,NA
-O1,2048,5,141.764261,99792,2632,636049009604,61396053664,44143788468,26057349346,8896605392,27383273,83584088011,27611747719,27617225916,17038762894,NA,NA
-O1,2048,6,140.898586,99932,2632,632540095695,61484318004,43731665075,25890948524,8885870165,25222545,83443501028,27461617424,27461322147,16963814442,NA,NA
-O1,2048,7,142.700599,99904,2632,639080393843,61291373365,44208006480,26187953934,8890592820,25437001,84073169822,27724878338,27728704089,17184755128,NA,NA
-O1,2048,8,138.227623,99976,2632,620182276791,61290608125,42054519836,24923148575,8903010393,25059183,81337059961,26701937706,26707188741,16509356769,NA,NA
-O1,2048,9,142.018025,99944,2632,637392026289,61326010908,44113964715,26130513558,8868495097,25674141,83803250155,27639048173,27641085077,17114669129,NA,NA
-O1,2048,10,141.899788,99968,2632,636803520008,61266710103,44099419719,26102355404,8881066363,25471985,83908377317,27687957999,27693492163,17107603280,NA,NA
-O2,2048,1,51.312253,99840,2633,230834904362,39543831053,14246180133,7591851128,4493094281,10038525,23975501705,8826372333,8827730300,4588705808,NA,NA
-O2,2048,2,51.279284,99780,2633,230670055744,39563557291,14408717494,7618778612,4498174491,10458885,24018621780,8844488274,8845406230,4549853577,NA,NA
-O2,2048,3,51.189515,99732,2633,230298978131,39514978006,14320427259,7593181691,4492600703,10108928,24043318583,8841989383,8841707290,4553236087,NA,NA
-O2,2048,4,51.264939,99840,2633,230619735844,39388323139,14344209518,7607344753,4501172350,9831660,24083603834,8828926703,8831587890,4548496654,NA,NA
-O2,2048,5,51.409376,99784,2633,231325148889,39502483823,14363939837,7619379976,4478143316,9852220,24168712321,8880202258,8881895934,4582350753,NA,NA
-O2,2048,6,51.206293,99928,2633,230360959644,39440243079,14308505552,7584222926,4499223185,9817341,24101784843,8842950538,8843164891,4557278307,NA,NA
-O2,2048,7,51.113636,99936,2633,230015063596,39517741398,14273052690,7590606492,4492388672,10081067,23977522155,8825648211,8826023922,4567055099,NA,NA
-O2,2048,8,52.881618,99764,2633,238050280540,39423994237,12590136270,7042771006,4502250243,9960727,23211342870,8339059226,8337768113,4779638985,NA,NA
-O2,2048,9,51.347400,99892,2633,231122763934,39547601485,14252327008,7591134102,4488776084,9852684,24050540477,8835325694,8835423656,4586146215,NA,NA
-O2,2048,10,51.391535,99860,2633,231283481312,39461163539,14289115521,7597087894,4487273469,9901630,24116059202,8842384767,8842768686,4570805572,NA,NA
-O3,2048,1,50.969074,99960,2633,229397901286,39480732064,14310180716,7562720675,4486607154,10405207,23863268515,8792107603,8795091343,4522388810,NA,NA
-O3,2048,2,51.432857,99920,2633,231375701001,39435417478,14340520154,7647201361,4527827386,10017074,24130697768,8866354515,8867178918,4613497836,NA,NA
-O3,2048,3,51.370204,99712,2633,231100067077,39439900194,14272979637,7612822694,4522649082,10030586,24104919334,8853429976,8850485538,4600484567,NA,NA
-O3,2048,4,51.255550,99784,2633,230517482581,39376640208,14254559923,7585858981,4504223236,10504666,24070206159,8834124255,8834596806,4582011371,NA,NA
-O3,2048,5,51.181237,99968,2633,230213473238,39385010540,14295594588,7580330791,4511993542,10351640,24018209981,8816392635,8817609178,4563020866,NA,NA
-O3,2048,6,50.950610,99976,2633,229186190595,39408630361,14301647141,7567713820,4511566030,10287579,23898343393,8795370798,8800642499,4543755267,NA,NA
