Flag,N,Rep,Tempo,RSS,Text,Cycles,Instructions,CacheReferences,CacheMisses,Branches,BranchMisses,L1Loads,L1LoadMisses,L2Access,L2Misses,L3Access,L3Misses
-O3,2048,7,51.155306,99784,2633,230136023807,39374109955,14241387665,7591863565,4504906173,10016944,24000611525,8810874320,8811821866,4592406205,NA,NA
-O3,2048,8,51.174848,99980,2633,230217269225,39413484957,14359136836,7605282812,4516182777,10114239,24099719448,8848081608,8847688457,4545834613,NA,NA
-O3,2048,9,51.247735,99888,2633,230630689218,39502880904,14312861571,7602958903,4478928118,10124721,24095799739,8842127891,8841582693,4569794691,NA,NA
-O3,2048,10,51.291252,99792,2633,230802285755,39480204920,14272921187,7591550407,4486311095,10060611,24061763624,8836285740,8836817412,4569231948,NA,NA
-Ofast,2048,1,51.270936,99796,2717,230704066492,39553764200,14337810193,7615476780,4477264934,10114467,24105036289,8856844051,8856569988,4570692964,NA,NA
-Ofast,2048,2,51.285539,99912,2717,230726240567,39424875377,14313187869,7614258840,4504341687,9815047,24129152506,8858646081,8858618448,4578694714,NA,NA
-Ofast,2048,3,51.280858,99880,2717,230732053170,39461169360,14297991855,7622503914,4503877468,9870210,24139235970,8850770045,8852177478,4596880052,NA,NA
-Ofast,2048,4,50.668796,99976,2717,227911717934,39356548822,14275481007,7534460456,4512516189,9922201,23779463732,8734748796,8735172655,4476460221,NA,NA
-Ofast,2048,5,50.203178,99928,2717,225845447141,39450435296,14270717078,7509854176,4513132731,9773844,23612378099,8681882947,8681222817,4428718311,NA,NA
-Ofast,2048,6,51.205598,99912,2717,230370292948,39422554196,14343540043,7608417912,4491445069,10232599,24124996186,8843849599,8844759881,4559818595,NA,NA
-Ofast,2048,7,51.533145,99792,2717,231893280818,39505843499,14208547091,7590804042,4483357009,9688172,24100556993,8841761886,8842167662,4611102574,NA,NA
-Ofast,2048,8,51.290891,99780,2717,230717709990,39367952674,14248956912,7596277900,4511725963,10133718,24115584112,8852829870,8854032815,4605422448,NA,NA
-Ofast,2048,9,51.298510,99732,2717,230741961209,39333362423,14258664913,7598865848,4507153713,10155708,24090848859,8835360623,8838427765,4590250657,NA,NA
-Ofast,2048,10,51.412043,99880,2717,231323362317,39504973131,14474826437,7703245034,4490893967,9763336,24334154587,8921994603,8922689065,4612070901,NA,NA
